0;100001000003;;EMPAQUE F M;FLUID MASTER - FLUID MASTER;2300;0;UND;0,05;0;16;none;
0;10001000001;7707176930348;TUBO RDE 9 (500 psi) 1/2 PSI CELTA;CELTA - TUBO PSI;23860;10715,1;UND;1,3;0;19;none;
0;10001000002;7707176930355;TUBO RDE 11(400 psi)-3/4 PSI CELTA;CELTA - TUBO PSI;31767;17154,16;UND;1,7;0;19;none;
0;10001000003;7707176934384;TUBO RDE 13.5 (315 psi) 1/2 PSI CELTA;CELTA - TUBO PSI;17023;7644,57;UND;0,94;0;19;none;
0;10001000004;7707176934377;TUBO RDE 13.5 (315 psi) 1 PSI CELTA;CELTA - TUBO PSI;42868;21434;UND;2,2;0;19;none;
0;10001000006;7707176934452;TUBO RDE 21(200 psi) 3/4 PSI CELTA;CELTA - TUBO PSI;21082;11384,28;UND;1,11;0;19;none;
0;10001000007;7707176930362;TUBO RDE 21(200 psi) 1 PSI CELTA;CELTA - TUBO PSI;29588;13287,05;UND;1,53;0;19;none;
0;10001000008;7707176934407;TUBO RDE 21(200 psi) 1.1/4 PSI CELTA;CELTA - TUBO PSI;53314;22954,7;UND;2,33;0;19;none;
0;10001000009;7707176934391;TUBO RDE 21(200 psi) 1.1/2 PSI CELTA;CELTA - TUBO PSI;69603;36889,6;UND;3,04;0;19;none;
0;10001000010;7707176934421;TUBO RDE 21(200 psi) 2 PSI CELTA;CELTA - TUBO PSI;106742;53371;UND;4,74;0;19;none;
0;10001000011;;TUBO RDE 21(200 psi) 2.1/2 PSI CELTA;CELTA - TUBO PSI;173011;86505,3;UND;6,95;0;19;none;
0;10001000012;7707176934445;TUBO RDE 21(200 psi) 3 PSI CELTA;CELTA - TUBO PSI;230997;115498,5;UND;10,31;0;19;none;
0;10001000013;7707176934469;TUBO RDE 21(200 psi) 4 PSI CELTA;CELTA - TUBO PSI;394024;208832,75;UND;17;0;19;none;
0;10001000017;7707176934506;TUBO RDE 26(160 psi) 2 PSI CELTA;CELTA - TUBO PSI;88144;44072;UND;3,93;0;19;none;
0;10001000020;;TUBO RDE 26(160 psi) 3 PSI CELTA;CELTA - TUBO PSI;188299;84776;UND;8,59;0;19;none;
0;10002000001;7707176930379;UNION SIMPLE 1/2 PSI CELTA;CELTA - ACCESORIOS PSI;420;226,8;UND;0,01;0;19;none;
0;10002000002;7707176930386;UNION SIMPLE 3/4 PSI CELTA;CELTA - ACCESORIOS PSI;664;358,56;UND;0,02;0;19;none;
0;10002000003;7707176930393;UNION SIMPLE 1 PSI CELTA;CELTA - ACCESORIOS PSI;1090;588,6;UND;0,03;0;19;none;
0;10002000004;7707176934940;UNION SIMPLE 1.1/4 PSI CELTA;CELTA - ACCESORIOS PSI;2007;1003,32;UND;0,05;0;19;none;
0;10002000005;7707176934933;UNION SIMPLE 1.1/2 PSI CELTA;CELTA - ACCESORIOS PSI;2717;1467,18333;UND;0,06;0;19;none;
